"No.","Time","Source","Destination","IP_TTL","Query_ID","Protocol","Length","Info","domain_length","QR","RCODE","Opcode","RA","Qname","DNS_TTL","QType"
"17111","2798.435297","129.173.67.123","129.173.5.100","128","0x3014","DNS","77","Standard query 0x3014 A creditproducti.su","17","Message is a query","","Standard query","","creditproducti.su","","A (Host Address)"
"17112","2798.457902","129.173.5.100","129.173.67.123","62","0x985f","DNS","138","Standard query response 0x985f No such name A creditproducti.su SOA[Packet size limited during capture]","17","Message is a response","No such name","Standard query","Server can do recursive queries","creditproducti.su","","A (Host Address)"
"17113","2798.457935","129.173.5.100","129.173.67.123","62","0x3014","DNS","138","Standard query response 0x3014 No such name A creditproducti.su SOA[Packet size limited during capture]","17","Message is a response","No such name","Standard query","Server can do recursive queries","creditproducti.su","","A (Host Address)"
"17114","2798.504957","129.173.67.123","129.173.5.100","128","0x2415","DNS","72","Standard query 0x2415 A crowniih.com","12","Message is a query","","Standard query","","crowniih.com","","A (Host Address)"
"17115","2798.518442","129.173.67.123","129.173.5.100","128","0xbaf9","DNS","72","Standard query 0xbaf9 A crowniih.com","12","Message is a query","","Standard query","","crowniih.com","","A (Host Address)"
"17119","2799.069503","129.173.5.100","129.173.67.123","62","0x2415","DNS","167","Standard query response 0x2415 A crowniih.com A 61.67.129.125[Packet size limited during capture]","12","Message is a response","No error","Standard query","Server can do recursive queries","crowniih.com","3600","A (Host Address)"
"17120","2799.069536","129.173.5.100","129.173.67.123","62","0xbaf9","DNS","167","Standard query response 0xbaf9 A crowniih.com A 61.67.129.125[Packet size limited during capture]","12","Message is a response","No error","Standard query","Server can do recursive queries","crowniih.com","3600","A (Host Address)"
"17121","2799.069993","129.173.67.123","129.173.5.100","128","0x64c1","DNS","72","Standard query 0x64c1 AAAA crowniih.com","12","Message is a query","","Standard query","","crowniih.com","","AAAA (IPv6 Address)"
"17122","2799.069994","129.173.67.123","129.173.5.100","128","0x1323","DNS","72","Standard query 0x1323 AAAA crowniih.com","12","Message is a query","","Standard query","","crowniih.com","","AAAA (IPv6 Address)"
"17124","2799.292927","129.173.5.100","129.173.67.123","62","0x1323","DNS","133","Standard query response 0x1323 AAAA crowniih.com SOA[Packet size limited during capture]","12","Message is a response","No error","Standard query","Server can do recursive queries","crowniih.com","","AAAA (IPv6 Address)"
"17125","2799.292946","129.173.5.100","129.173.67.123","62","0x64c1","DNS","133","Standard query response 0x64c1 AAAA crowniih.com SOA[Packet size limited during capture]","12","Message is a response","No error","Standard query","Server can do recursive queries","crowniih.com","","AAAA (IPv6 Address)"
"17138","2799.793933","129.173.67.123","129.173.5.100","128","0x900c","DNS","78","Standard query 0x900c A crownstarsgroup.ru","18","Message is a query","","Standard query","","crownstarsgroup.ru","","A (Host Address)"
"17139","2799.807159","129.173.67.123","129.173.5.100","128","0xcf9c","DNS","78","Standard query 0xcf9c A crownstarsgroup.ru","18","Message is a query","","Standard query","","crownstarsgroup.ru","","A (Host Address)"
"17140","2799.829860","129.173.5.100","129.173.67.123","62","0x900c","DNS","139","Standard query response 0x900c No such name A crownstarsgroup.ru SOA[Packet size limited during capture]","18","Message is a response","No such name","Standard query","Server can do recursive queries","crownstarsgroup.ru","","A (Host Address)"
"17141","2799.829891","129.173.5.100","129.173.67.123","62","0xcf9c","DNS","139","Standard query response 0xcf9c No such name A crownstarsgroup.ru SOA[Packet size limited during capture]","18","Message is a response","No such name","Standard query","Server can do recursive queries","crownstarsgroup.ru","","A (Host Address)"
"17142","2799.878092","129.173.67.123","129.173.5.100","128","0x6684","DNS","86","Standard query 0x6684 A cslrb-850-2.slc.westdc.net","26","Message is a query","","Standard query","","cslrb-850-2.slc.westdc.net","","A (Host Address)"
"17143","2799.891611","129.173.67.123","129.173.5.100","128","0xce92","DNS","86","Standard query 0xce92 A cslrb-850-2.slc.westdc.net","26","Message is a query","","Standard query","","cslrb-850-2.slc.westdc.net","","A (Host Address)"
"17150","2799.975504","129.173.5.100","129.173.67.123","62","0x6684","DNS","156","Standard query response 0x6684 A cslrb-850-2.slc.westdc.net[Packet size limited during capture]","26","Message is a response","No error","Standard query","Server can do recursive queries","cslrb-850-2.slc.westdc.net","","A (Host Address)"
"17151","2799.975538","129.173.5.100","129.173.67.123","62","0xce92","DNS","156","Standard query response 0xce92 A cslrb-850-2.slc.westdc.net[Packet size limited during capture]","26","Message is a response","No error","Standard query","Server can do recursive queries","cslrb-850-2.slc.westdc.net","","A (Host Address)"
"17152","2799.976003","129.173.67.123","129.173.5.100","128","0xe958","DNS","86","Standard query 0xe958 AAAA cslrb-850-2.slc.westdc.net","26","Message is a query","","Standard query","","cslrb-850-2.slc.westdc.net","","AAAA (IPv6 Address)"
"17153","2799.976004","129.173.67.123","129.173.5.100","128","0x3d39","DNS","86","Standard query 0x3d39 AAAA cslrb-850-2.slc.westdc.net","26","Message is a query","","Standard query","","cslrb-850-2.slc.westdc.net","","AAAA (IPv6 Address)"
"17154","2800.075671","129.173.5.100","129.173.67.123","62","0x3d39","DNS","137","Standard query response 0x3d39 AAAA cslrb-850-2.slc.westdc.net[Packet size limited during capture]","26","Message is a response","No error","Standard query","Server can do recursive queries","cslrb-850-2.slc.westdc.net","","AAAA (IPv6 Address)"
"17155","2800.075698","129.173.5.100","129.173.67.123","62","0xe958","DNS","137","Standard query response 0xe958 AAAA cslrb-850-2.slc.westdc.net[Packet size limited during capture]","26","Message is a response","No error","Standard query","Server can do recursive queries","cslrb-850-2.slc.westdc.net","","AAAA (IPv6 Address)"
"17176","2800.350304","129.173.67.123","129.173.5.100","128","0x03be","DNS","77","Standard query 0x03be A cubinosbestzs.com","17","Message is a query","","Standard query","","cubinosbestzs.com","","A (Host Address)"
"17177","2800.363650","129.173.67.123","129.173.5.100","128","0xc3d9","DNS","77","Standard query 0xc3d9 A cubinosbestzs.com","17","Message is a query","","Standard query","","cubinosbestzs.com","","A (Host Address)"
"17184","2800.499076","129.173.5.100","129.173.67.123","62","0x03be","DNS","222","Standard query response 0x03be A cubinosbestzs.com A 199.2.137.203[Packet size limited during capture]","17","Message is a response","No error","Standard query","Server can do recursive queries","cubinosbestzs.com","172800","A (Host Address)"
"17185","2800.499114","129.173.5.100","129.173.67.123","62","0xc3d9","DNS","222","Standard query response 0xc3d9 A cubinosbestzs.com A 199.2.137.203[Packet size limited during capture]","17","Message is a response","No error","Standard query","Server can do recursive queries","cubinosbestzs.com","172800","A (Host Address)"
"17186","2800.499591","129.173.67.123","129.173.5.100","128","0x9317","DNS","77","Standard query 0x9317 AAAA cubinosbestzs.com","17","Message is a query","","Standard query","","cubinosbestzs.com","","AAAA (IPv6 Address)"
"17187","2800.499592","129.173.67.123","129.173.5.100","128","0x370c","DNS","77","Standard query 0x370c AAAA cubinosbestzs.com","17","Message is a query","","Standard query","","cubinosbestzs.com","","AAAA (IPv6 Address)"
"17188","2800.602016","129.173.5.100","129.173.67.123","62","0x9317","DNS","155","Standard query response 0x9317 AAAA cubinosbestzs.com SOA[Packet size limited during capture]","17","Message is a response","No error","Standard query","Server can do recursive queries","cubinosbestzs.com","","AAAA (IPv6 Address)"
"17189","2800.602033","129.173.5.100","129.173.67.123","62","0x370c","DNS","155","Standard query response 0x370c AAAA cubinosbestzs.com SOA[Packet size limited during capture]","17","Message is a response","No error","Standard query","Server can do recursive queries","cubinosbestzs.com","","AAAA (IPv6 Address)"
"17223","2804.712793","129.173.5.100","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17224","2804.712835","129.173.5.100","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17225","2804.712850","129.173.5.100","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17226","2804.712861","129.173.5.100","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17227","2804.712870","129.173.5.100","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17228","2804.712877","129.173.5.100","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17229","2804.713214","129.173.5.100","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17230","2804.713231","129.173.5.100","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17237","2805.703745","129.173.22.38","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17238","2805.703801","129.173.22.38","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17239","2805.703814","129.173.22.38","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17240","2805.703822","129.173.22.38","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17241","2805.703830","129.173.22.38","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17242","2805.703838","129.173.22.38","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17243","2805.703845","129.173.22.37","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17244","2805.703860","129.173.22.37","129.173.67.123","62","0x3d83","DNS","70","Standard query response 0x3d83 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
"17245","2805.703868","129.173.22.37","129.173.67.123","62","0x3a11","DNS","70","Standard query response 0x3a11 Server failure A coredis.pl","10","Message is a response","Server failure","Standard query","Server can do recursive queries","coredis.pl","","A (Host Address)"
